,TWEETS
1184," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
1186,am 200 updates in Twitter #stats
1187,am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1188, haha. Someone i don't even know made me laugh. ryan ross = win.
1191, Hanging out with Steven Mohler on Sunday! ah :]
1193, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  
1194, happy face.
1196, happy that its sunny
1197, happy to see him
1198, happy with the way thing are goingg
1199," Happy, knowing my friends are still my friends."
1200, happy. spending time with mum
1203,- Has Just Got Up &amp;+ Is Listening To Good Charlotte 
1205,has something very special in mind &lt;333
1210, Have a Nice Day!
1211, have a nice day... cause i will!
1215, havent updated in forever
1217, havin fun my friend?
1224,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly "
1225,Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3
1226, hee hee. your so weird. and i did NOT shiver.
1228," Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment..."
1229, hey...i'm back..if someone want to talk.. here i am.
1234, hmm emotionless
1236, Home finally.Making fettuccine and relaxing my sore feetsies!
1237, Home sweet home (: finally back XD
1238, homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? 
1240, any comment on the latest star trek movie? is it nice?
1241," any day now, any way now. I Shall Be Released."
1243,AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0
1248, Apple store... BBL ~
1250, Are you going to be taking photographs tonight??? :O
1251, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
1253, AT LAST!! Successful deployment complete.  Soo.....what do I do now?
1259, At work.. having a postive attitude!!
1263, awesome
1264,awesome day! soooooooooooooo happy &lt;3
1265," awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!"
1266,Awesome. &lt;3 TEDDY! &lt;3
1267, aww dont make me blush!
1272, Baby strampelt fast im Takt (New Soul - Yael Naim)
1274,"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV"
1286, hope you all are having a good day/night.............. :-D
1299, i agree @OasisStasis
1300, i am back
1301," I AM BORED, and ew. My dog just killed an insect!"
1303, I am falling in love with Stockington - such a witty wise meow meow!! ^^
1304, i am musical today!
1307, i am very happy today! and i don't why?      
1309, i beat you video on youtube
1322, i can't wait to go home and watch danny phantom! While talking to stephen 
1323,I can't wait to go to Las Vegas! 20 more days! OMG!
1324, I Cant wait to watch britians got talent !!!!!! I dont like holly :O
1333, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday
1334, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
1343,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson"
1347, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker
1349,- At a cabaret with my family; I love them!! .. In my comfort zone 
1351,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty. 
1354,- at my grandmas eating good. 
1357, at the manila right now.
1370, back from shower.
1372, back to hotel. time to start work 
1375, BBL ppl ~ have to go to school~
1380,Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4
1394, bored..yo!
1395, boring.. wait! i will comment on my friend in FS frst! ;
1397, bout to party in a tent 
1399,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad."
1404, brooklyn bridge for the first time ever. yay life =D
1408," But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller."
1426, I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.
1447, I finally have updated from a computer. THANK YOU DAD
1469,Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056
1470, Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.
1471," Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!"
1495,- bouta' watch mall cop 
1503,' camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha. 
1505,- Can See clearly now the rain is gone. 
1514, Can yah figure it outt?!
1524,Can't see his copper green guys though.. http://tinyurl.com/ppc4cq
1527,"Can't sleep... Must be the time change, right? &lt;3"
1528, can't stop smiling after talking to him all day...  ...Why couldn't I have met him months ago?!?
1529, Cant waiit! xxx.
1530,can't wait 'til wednesday!!!! &lt;3 CHAMPSSSS!!!!
1532, can't wait to get my share of her check today. Lol
1533, cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????
1535,- change of screen name 
1537, Charging phone
1540, chillin!!!!
1541, Chinese for dinner and working on a cool website template. So proud of myself.
1543,-- choppin it up w/ @auchboogie  i love you
1550, concert later tonight!
1551,"cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/"
1552, could be
1565, i have a buzz
1569," I have finally seen Clerks, from beginning to end and no TV swear-word editing (poor Jay! xD). I feel somehow fulfilled."
1578, I haven't been on Twitter all day thought I'd make some late twitters.
1580, i hope everyone has a great day!
1584, I hope you find a great trousers
1589,I just got to my 500 tweet...... Do i get a prize? *sidebar* Cassidy...... Your NASTY! Why i gots to hear about your wide peen for? Smh
1597,- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool. 
1611, can't wait to come home!
1612, cant wait to see eric and lauras house 
1615,- Catching up on some work! looking forward to going out 2night
1622,--- click on my name &amp; go look at my profile 
1626, cocoa pebbles at midnight. xD
1633, Completo. Just as the bell rings
1635,coolness  http://yfrog.com/06atmfj
1638,cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!
1641," Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I'm freezing..."
1642,da baby sleep now my gosh now its time 4 me 2 get sum rest b4 she gets up around 10am =(
1648, CUBASE IS WORKING OH MY GOD
1651,Currently enjoying the tonight show... I've missed my Conan&lt;3
1659, Dancing no more tonight. I'm EXHAUSTED. 
1669, Demi lovato is comming to london so is miley YAY! you lot will see me there trustttt mee still want to know what time itunes gig starts
1671,"designing away for #f3s - homepage, match stats, league tables, private games and more - previews coming soon (:"
1694,I love Dirk and his 44 points from tonight. Now if he could only realize he was meant to be with me..
1696, i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.
1697,i love my momma &lt;3
1698, i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!
1699, I love talking to you. Even if its simple words.
1700, I love the download fest.
1701,"- I love you, what do you say? "
1702, i loved the new calf
1709, I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.
1731, Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?
1732,Dodgers are doing good today. ^3  6-0 Dodgers 2 outs
1735,"done with benjamin button, what a beautiful movie. Sleeping, dreaming of my wife. Hopefully go over her house early tomorrow&lt;3"
1742, dreams do come true.
1745, eatin cereal
1746, eating food! hahaha
1747, eeep i love her. so glad she's around.... hannahh! you said you'd text you never didd!
1752, enjoying my last days of summer &gt;sigh&lt;
1754,"-- err y am i still awake ? my birthday is june 24th woo hoo  , than BET awards june 28, than vegas july 2-5!"
1764,- excited for toms shopping ! 
1765,faster faster show on 16th in Brunswick
1767, Feddy won! Woop woop! Must compose myself now in preparation pour le finale d'Apprentice later. WAY too much excitement for one day!
1769, Feels like a giggly school girl!
1775, damn you mobbing deep
1780, dance flick was hilariouss!!!
1784,dear driay LOL emo kid god this so brings back merions ha year 6
1787,Design with humor. Escape key on the run!-- http://ow.ly/3dfT
1788," despite my last tweet, I'm having a fantasticly sunny day (="
1797, discussing the importance of ed westwick &amp; chace crawford with mia.
1798, disneyland fireworks!
1799,"- do you want love or do you want fame, are you in the game? -Lady GaGa  such addictive beats! Getting ready to avoid wasting the day "
1805, don't ask... and if u do you will regret it alot
1814, Dream house!
1819,I now remember why Ms. Janet Jackson is in my top 3.
1821, i oove you. bahaa
1823, I really hope Peter Facinelli wins his bet......
1838," i think its a good day, bang bang, dirty rich"
1839, I think its work time
1845, i wanna be like you (Demi)
1862, I want to go to the Teen Choice Awards!
1867," elaina and sarah are over, watching movies and what not"
1882, everyone have an AWESOME wknd! yay for sunshine!
1884, Everything went as planned!!! Now I have many many many new souvenirs from #Herschel and #Planck 
1885,everythings so fucking chilled atm  loving life right this minute. ooo dj am and trvs ayeeeeeeee i think sooo  FIX YOUR FACE 14 FTW.
1888,excellent morning! trying to take in the fact that theres only 1 more week left of school &quot;/
1889, Excited about purchasing my new MacBook Pro - should be here in a few days
1890, Excited. Dont think i will sleep tonight!
1892," fallen leaves, fallen leaves on the ground "
1897, FBI: Terrorist Attack On Golden Gate Bridge May Have Been Green-Screened http://bit.ly/hdexD (via @TheOnion)
1904,- Figuredd out how to edit profilee  .. &amp; Levi youu dont need to do a 200 Calorie diet :S
1905,Final Destination 4 has a release date!! August 1st!!!!
1906, finally a good mood 
1907, finally got my FMC tickets in the mail!!!!!!!!! yeeeeeeeeeeee
1908,finally linked my fone 2 twitter
1909, Finally! I finished a new item in my striped colorful knitted line! Want to see it? =&gt;&gt; http://bit.ly/UZtpT
1913, fingers crossed another enjoyable night cause of someoneeeee
1914,- finishing up my midterm project for web publishing class &amp; waiting to go over zachs house. 
1918, flordia- and @stellarkartband- where do u send in the pictures of the shrits? saw ur update on facebook 
1920, follow me
1921,Follow me on Twitter!  http://bit.ly/P1I1h
1926, Found a place to buy Secret Agent Sam. Now where to get it for free...
1928,- FRIDAY! i've caught a cold. How rubbish is that? At least i've got the whole weekend to spend in bed. 
1929," Friday!!! Plus, woke up naturally, no nasty alarm. The world is so much nicer when the sun wakes you up instead of some radio dj "
1940,Getting close to 2K followers!  I feel a chocolate party coming on! You are all invited
1942, Getting ideas for my room revamp! 
1943," getting ready for school. after i print out this song, fancy, i know."
1945,- getting ready to go on a date 
1950, glad I could help...or not depending on how much $ you spend ;)
1951, glade you liked it i'll be over in a few minutes
1967, i woke up! Lol ~
1971, icant stop smiling! Especially thinking of the time we ran to the train...
1977, I'll get my son Tommi to visit at me tomorrow from Oulu. So nice )
1980, im almost done with this portrait. woo. hmm.. maybe i should draw andrew bisante with my new pastels !!
1981, I'm back online!
1982," im back, but now going offline seeya guys  have fun on twitterrr~  night lvoe ya."
1992, I'm exactly where I want to be. ))
1994, im followin demi she rocks
1997, finally awake!!!!
1998,- finally catching the new episode of college hill. 
1999, finally finished. now i can sleep peacefully!
2000, Finally Friday!
2001,- Finally got twitter.... trynna see what the hype is about 
2005," finishing up this stupid project then off for fun! sundress, booze and sunshine... I love this country!"
2008, fishing today? GO AWAY RAIN!!!
2013, folllow me
2014, FOOD! 
2017,"- for trish: sa right side ng reply ko, may star and arrow. click the arrow para maka-reply ka. hehehe. "
2019, Found her JRM icons!
2020," found my BBerry in the office, thanks God, one entire weekend without was enough!!!"
2023,-- french test! oh gawdd.. lol  fashion show tonite!  come watch &lt;3
2025,- fresh out the shower. I wanna go to the movies tonight 
2029,"- FUNNY - Cold nose, COLD NOSE!! - REALLLYYYY COLD NOSE - watch till end if u wana laugh  http://bit.ly/pvgtM"
2035,- getting my Battlestar fix! 
2037,'' Gimme a hug ''  thats soooo cute :p
